national_departure_code,departure_city,departure_airport,national_arrival_code,arrival_city,arrival_airport,departure_date,departure_date_YMD_format,departure_time,arrival_time,capacity,company_name,flying_class,flying_number,flying_type,ticket_price_T
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,3.0,Qeshm,DEFJ,2210,با ضمانت-بیزنس-چارتری,"13,385,540"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,2.0,Qeshm,DEFC,2210,با ضمانت-سیستمی بیزنس,"11,921,400"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,2.0,Qeshm,DEFC,2210,با ضمانت-بیزنس-چارتری,"11,543,340"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,5.0,Qeshm,DEFY,2210,با ضمانت-سیستمی,"9,516,700"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,5.0,Qeshm,DEFY,2210,با ضمانت-چارتری,"9,221,030"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,5.0,Qeshm,DEFB,2210,با ضمانت-سیستمی,"8,644,700"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,5.0,Qeshm,DEFB,2210,با ضمانت-چارتری,"8,378,910"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,5.0,Qeshm,DEFH,2210,با ضمانت-سیستمی,"7,125,400"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,5.0,Qeshm,DEFH,2210,با ضمانت-چارتری,"6,911,580"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,9.0,Qeshm,DEFK,2210,با ضمانت-سیستمی,"6,416,900"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,09:45,7.0,Qeshm,DEFK,2210,با ضمانت-چارتری,"6,227,320"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,,5.0,Qeshm,L,2210,چارتری,"5,434,443"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,,5.0,Qeshm,L,2210,چارتری,"5,715,278"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,07:15,,5.0,Qeshm,DEFL,2210,با ضمانت-سیستمی,"5,817,400"
MHD,Mashhad,Shahid Hashemi Nejad,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,07:30,,7.0,j1,319W,4801,چارتری,"4,800,000"
MHD,Mashhad,Shahid Hashemi Nejad,ADU,Ardabil,Ardabil,چهارشنبه 18 مرداد,1402/05/18,07:50,09:35,2.0,Aseman,100Y,3968,با ضمانت,"1,424,310"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,07:50,11:15,,Mahan,AB346-MMRC_D,116,با ضمانت-سیستمی بیزنس,"22,659,600"
THR,Tehran,Mehrabad,BND,Bandar Abbas,Bandar Abbas,چهارشنبه 18 مرداد,1402/05/18,08:30,10:20,9.0,ATA,M83TOR,5681,با ضمانت-خدمات گردشگری,"2,107,800"
MHD,Mashhad,Shahid Hashemi Nejad,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,08:30,,5.0,Caspian,Y,7906,چارتری,"4,263,600"
MHD,Mashhad,Shahid Hashemi Nejad,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,08:30,,5.0,Caspian,M80Y,7906,چارتری,"4,285,600"
MHD,Mashhad,Shahid Hashemi Nejad,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,08:45,10:20,,Mahan,BAE-90Y_D,1080,با ضمانت-سیستمی,"1,314,800"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,08:45,,2.0,Qeshm,AB6W,2213,چارتری,"8,500,000"
MHD,Mashhad,Shahid Hashemi Nejad,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,08:45,,,Mahan,E,1080,,"1,199,477"
BGW,Baghdad,Baghdad,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,09:30,,5.0,j1,321C,4818,بیزنس-چارتری,"7,000,000"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,10:00,11:30,5.0,Zagros,Y,3099,با ضمانت-چارتری,"3,148,800"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,10:00,,6.0,Zagros,Y,3099,چارتری,"3,100,000"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,10:00,,,Iranair,A300B4-203V,5325,با ضمانت-سیستمی,"7,219,000"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,10:00,,,Iranair,A300B4-203M,5325,با ضمانت-سیستمی,"5,417,500"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,10:00,,,Iranair,A300B4-203N,5325,با ضمانت-سیستمی,"4,817,000"
SYZ,Shiraz,Shahid Dastghaib,SHJ,Sharjah,Sharjah,چهارشنبه 18 مرداد,1402/05/18,10:05,,,Arabia,P,9214,چارتری,"5,301,300"
SYZ,Shiraz,Shahid Dastghaib,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,10:50,,5.0,DUBAI,B737-800Y,242,چارتری,"5,958,400"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,11:00,,4.0,ATA,M80D,6643,چارتری,"3,125,000"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,11:40,,7.0,Taban,Y,7257,چارتری,"2,879,925"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,11:40,,7.0,Taban,320Y,7257,چارتری,"3,000,000"
MHD,Mashhad,Shahid Hashemi Nejad,BGW,Baghdad,Baghdad,چهارشنبه 18 مرداد,1402/05/18,12:00,,7.0,Iraqi,Y,1162,چارتری,"5,691,306"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,12:30,,3.0,DUBAI,Y,1927,چارتری,"8,409,900"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,12:30,,3.0,DUBAI,B737-800Y,1927,چارتری,"8,431,900"
SYZ,Shiraz,Shahid Dastghaib,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,12:45,14:35,3.0,Qeshm,DEFJ,2204,با ضمانت-بیزنس-چارتری,"12,839,848"
SYZ,Shiraz,Shahid Dastghaib,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,12:45,14:35,3.0,Qeshm,DEFC,2204,با ضمانت-بیزنس-چارتری,"10,997,648"
SYZ,Shiraz,Shahid Dastghaib,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,12:45,14:35,3.0,Qeshm,DEFZ,2204,با ضمانت-بیزنس-چارتری,"9,418,648"
SYZ,Shiraz,Shahid Dastghaib,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,12:45,14:35,2.0,Qeshm,DEFL,2204,با ضمانت-چارتری,"5,102,608"
KIH,Kish Island,Kish,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,13:30,15:15,9.0,Kish,MD8RB,7054,با ضمانت,"1,399,895"
KIH,Kish Island,Kish,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,13:30,15:15,4.0,Kish,MD8RH,7054,با ضمانت,"1,385,990"
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,13:30,,6.0,Armenia,Boeing 737X,60221,چارتری,"7,850,000"
KIH,Kish Island,Kish,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,14:00,16:00,5.0,Zagros,MD8L,4050,با ضمانت-سیستمی,"1,587,400"
KIH,Kish Island,Kish,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,14:00,16:00,5.0,Zagros,MD8L,4050,با ضمانت,"1,548,100"
KIH,Kish Island,Kish,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,14:00,16:00,,Zagros,MD8TOR,4050,با ضمانت-خدمات گردشگری,"1,986,900"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,14:15,,6.0,Caspian,M80D,7940,چارتری,"3,200,000"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,15:10,17:50,4.0,DUBAI,800C,1928,با ضمانت-بیزنس-چارتری,"24,174,200"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,15:10,17:50,2.0,DUBAI,B737-800Y,1928,با ضمانت-چارتری,"6,267,400"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,15:10,17:50,2.0,DUBAI,Y,1928,با ضمانت-چارتری,"6,080,300"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,15:10,,2.0,DUBAI,Y,1928,چارتری,"6,200,000"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,999,000"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,925,000"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,699,100"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,650,000"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,499,100"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,399,100"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,299,100"
THR,Tehran,Mehrabad,SYZ,Shiraz,Shahid Dastghaib,چهارشنبه 18 مرداد,1402/05/18,15:30,16:45,3.0,Pars,CRJTOR,4406,با ضمانت-خدمات گردشگری,"2,199,000"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,17:30,7.0,Armenia,بوئینگ 737Q,222,با ضمانت-چارتری,"6,668,000"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,17:30,5.0,Armenia,بوئینگ 737QQ,222,با ضمانت-چارتری,"7,021,900"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,17:30,5.0,Armenia,بوئینگ 737XX,222,با ضمانت-چارتری,"6,574,200"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,17:30,5.0,Armenia,بوئینگ 737X,222,با ضمانت-چارتری,"6,245,400"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,17:30,4.0,Armenia,بوئینگ 737LL,222,با ضمانت-چارتری,"6,131,600"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,17:30,3.0,Armenia,Boeing 737L,60222,با ضمانت-چارتری,"5,822,900"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,3.0,Armenia,Boeing 737L,60222,چارتری,"5,758,200"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,3.0,Armenia,L,60222,چارتری,"5,818,661"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,5.0,Armenia,بوئینگ 737X,222,چارتری,"6,178,200"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,5.0,Armenia,Q,6222,چارتری,"6,603,200"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,5.0,Armenia,Y,6222,چارتری,"6,674,079"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,5.0,Armenia,بوئینگ 737QQ,60222,چارتری,"6,950,000"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,2.0,Armenia,بوئینگ 737N,60222,چارتری,"7,018,200"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,5.0,Armenia,بوئینگ 737T,60222,چارتری,"7,438,200"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,15:30,,5.0,Armenia,R,6222,چارتری,"7,863,200"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,15:30,,,Iranair,A300B4-203M,5319,با ضمانت-سیستمی,"5,417,500"
IKA,Tehran,Imam Khomeini,NJF,Al Najaf,Al Ashraf,چهارشنبه 18 مرداد,1402/05/18,15:30,,,Iranair,A300B4-203V,5319,با ضمانت-سیستمی,"7,219,000"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,3.0,Qeshm,DEFC,2211,با ضمانت-سیستمی بیزنس,"14,458,500"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,3.0,Qeshm,DEFC,2211,با ضمانت-بیزنس-چارتری,"13,993,660"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,6.0,Qeshm,DEFZ,2211,با ضمانت-سیستمی بیزنس,"12,506,900"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,6.0,Qeshm,DEFZ,2211,با ضمانت-بیزنس-چارتری,"12,108,820"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,,Qeshm,DEFK,2211,با ضمانت-سیستمی,"7,888,400"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,9.0,Qeshm,DEFL,2211,با ضمانت-سیستمی,"7,173,200"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,9.0,Qeshm,DEFL,2211,با ضمانت-چارتری,"6,957,770"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,17:05,,Qeshm,DEFM,2211,با ضمانت-سیستمی,"6,590,700"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,,9.0,Qeshm,M,2211,چارتری,"6,188,370"
DXB,Dubai,Dubai,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,15:35,,9.0,Qeshm,DEFK,2211,با ضمانت-چارتری,"7,648,460"
IKA,Tehran,Imam Khomeini,TBS,Tbilisi,Tbilisi,چهارشنبه 18 مرداد,1402/05/18,16:00,,5.0,Zagros,Y,3085,چارتری,"5,279,863"
IKA,Tehran,Imam Khomeini,TBS,Tbilisi,Tbilisi,چهارشنبه 18 مرداد,1402/05/18,16:00,,5.0,Zagros,Y,3085,چارتری,"5,500,000"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,16:15,17:00,9.0,Varesh,BoeingY,6817,با ضمانت-چارتری,"3,853,000"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,16:15,18:00,8.0,Varesh,Y,6817,با ضمانت-چارتری,"4,054,200"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,16:15,,7.0,Varesh,Y,6817,چارتری,"3,839,900"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,16:15,,7.0,Varesh,Y,6817,چارتری,"3,876,000"
IKA,Tehran,Imam Khomeini,EVN,Yerevan,Zvartnots,چهارشنبه 18 مرداد,1402/05/18,16:15,,8.0,Varesh,737Y,6817,چارتری,"4,000,000"
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,16:30,17:30,5.0,Kish,MD8RS,7018,با ضمانت,"1,073,626"
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,16:30,,10.0,Kish,Boeing MDRF,7018,,"1,099,900"
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,16:30,,5.0,Kish,C,7018,بیزنس,"1,960,000"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,16:45,,6.0,j1,321Y,4807,چارتری,"7,937,200"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,17:00,19:05,,Mahan,AB346-MMRC_D,65,با ضمانت-سیستمی بیزنس,"15,898,600"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,17:00,19:30,1.0,Mahan,Y,65,با ضمانت-چارتری,"6,931,300"
IKA,Tehran,Imam Khomeini,DXB,Dubai,Dubai,چهارشنبه 18 مرداد,1402/05/18,17:00,,2.0,Mahan,Airbus A310W,65,چارتری,"6,895,400"
MHD,Mashhad,Shahid Hashemi Nejad,AWZ,Ahwaz,Soleimani,چهارشنبه 18 مرداد,1402/05/18,17:00,,5.0,Zagros,M80Y,4113,,"1,706,400"
IKA,Tehran,Imam Khomeini,ESB,Ankara,Esenboga,چهارشنبه 18 مرداد,1402/05/18,17:15,19:05,6.0,Mahan,Y,118,با ضمانت-چارتری,"6,931,300"
IKA,Tehran,Imam Khomeini,ESB,Ankara,Esenboga,چهارشنبه 18 مرداد,1402/05/18,17:15,,4.0,Mahan,Airbus A310W,118,چارتری,"6,807,500"
NJF,Al Najaf,Al Ashraf,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,17:35,,,Iranair,A300B4-203V,5318,با ضمانت-سیستمی,"6,872,500"
NJF,Al Najaf,Al Ashraf,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,17:35,,,Iranair,A300B4-203M,5318,با ضمانت-سیستمی,"5,070,000"
NJF,Al Najaf,Al Ashraf,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,17:35,,,Iranair,A300B4-203N,5318,با ضمانت-سیستمی,"4,469,000"
DXB,Dubai,Dubai,BND,Bandar Abbas,Bandar Abbas,چهارشنبه 18 مرداد,1402/05/18,18:00,18:30,6.0,DUBAI,B737-800Y,243,با ضمانت-چارتری,"8,078,200"
DXB,Dubai,Dubai,BND,Bandar Abbas,Bandar Abbas,چهارشنبه 18 مرداد,1402/05/18,18:00,,6.0,DUBAI,B737-800Y,243,چارتری,"8,000,000"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,18:20,,5.0,Iranair,AB6Y,769,چارتری,"8,743,000"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,18:20,,9.0,Iranair,A300B4-605RS,769,با ضمانت-سیستمی,"9,921,000"
ECN,Lefkoşa,Ercan,IKA,Tehran,Imam Khomeini,چهارشنبه 18 مرداد,1402/05/18,18:40,,2.0,فری برد,AirbusY,961,چارتری,"13,690,000"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,18:45,,6.0,Qeshm,AB6Y,2215,چارتری,"7,338,000"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,18:45,,6.0,Qeshm,AB6W,2215,چارتری,"8,000,000"
SYZ,Shiraz,Shahid Dastghaib,MCT,Muscat,Muscat,چهارشنبه 18 مرداد,1402/05/18,18:55,,5.0,Salam,320Y,556,چارتری,"4,300,000"
SYZ,Shiraz,Shahid Dastghaib,MCT,Muscat,Muscat,چهارشنبه 18 مرداد,1402/05/18,18:55,,5.0,Salam,Y,556,چارتری,"4,386,000"
SYZ,Shiraz,Shahid Dastghaib,MCT,Muscat,Muscat,چهارشنبه 18 مرداد,1402/05/18,18:55,,5.0,Salam,320Y,554,چارتری,"4,650,000"
PGU,Asaloyeh,Persian Gulf,THR,Tehran,Mehrabad,چهارشنبه 18 مرداد,1402/05/18,19:00,20:35,1.0,Aseman,DEFY,823,با ضمانت-سیستمی,"1,530,700"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,19:00,22:25,,Mahan,AB346-MMRY_D,120,با ضمانت-سیستمی,"14,161,600"
IKA,Tehran,Imam Khomeini,IST,Istanbul,Istanbul,چهارشنبه 18 مرداد,1402/05/18,19:00,,4.0,Mahan,Y,120,چارتری,"9,200,000"
